DEPARTMENT_NUMBER,FAMILY_NUMBER,FAMILY_NAME,CLASS_NUMBER,CLASS_NAME,SUB_CLASS_NUMBER,SUB_CLASS_NAME,VALID
072,002,HARD BATHROOM,002,BATHROOM STORAGE,003,STORAGE ACC,1
072,002,HARD BATHROOM,002,BATHROOM STORAGE,,,1
072,002,HARD BATHROOM,003,LIVING AIDS,001,MOBILITY,1
072,002,HARD BATHROOM,003,LIVING AIDS,002,BATHROOM,1
072,002,HARD BATHROOM,003,LIVING AIDS,003,GENERAL AIDS,1
072,002,HARD BATHROOM,003,LIVING AIDS,,,1
072,,,,,,,0
073,001,BEDROOM ACC,001,PILLOWS,001,PILLOWS,1
073,001,BEDROOM ACC,001,PILLOWS,,,1
073,001,BEDROOM ACC,002,PROTECTORS,001,PROTECTORS,1
073,001,BEDROOM ACC,002,PROTECTORS,,,1
073,001,BEDROOM ACC,003,QUILTS,001,QUILTS,1
073,001,BEDROOM ACC,003,QUILTS,,,1
073,001,BEDROOM ACC,004,UNDERBLKT|UNDERLAY,001,UNDERBLKT|UNDERLAY,1
073,001,BEDROOM ACC,004,UNDERBLKT|UNDERLAY,,,1
073,,,,,,,0
074,001,BLANKETS & THROWS,001,BLANKETS & THROWS,001,BLANKETS,1
074,001,BLANKETS & THROWS,001,BLANKETS & THROWS,002,THROWS,1
074,001,BLANKETS & THROWS,001,BLANKETS & THROWS,,,1
074,002,COMFORTERS,001,COMFORTERS,001,COMFORTER SETS,1
074,002,COMFORTERS,001,COMFORTERS,002,BEDSPREADS,1
074,002,COMFORTERS,001,COMFORTERS,003,COVERLETS,1
074,002,COMFORTERS,001,COMFORTERS,,,1
074,003,QUILT COVER SETS,001,QUILT COVER SETS,001,QUILT COVER SETS,1
074,003,QUILT COVER SETS,001,QUILT COVER SETS,,,1
074,004,SHEETING,001,SHEETING,001,PILLOWCASE,1
074,004,SHEETING,001,SHEETING,002,SHEETS,1
074,004,SHEETING,001,SHEETING,003,SETS,1
074,004,SHEETING,001,SHEETING,004,VALANCE,1
074,004,SHEETING,001,SHEETING,,,1
074,005,CUSHIONS,001,CUSHIONS,001,CUSHIONS,1
074,005,CUSHIONS,001,CUSHIONS,002,CHAIR CUSHIONS,1
074,005,CUSHIONS,001,CUSHIONS,,,1
074,,,,,,,0
075,008,NOVELTY,001,NOVELTY,001,NOVELTY,1
075,008,NOVELTY,001,NOVELTY,002,MUSICAL INSTRUMENT,1
075,008,NOVELTY,001,NOVELTY,003,SPECIAL BUYS,1
075,008,NOVELTY,001,NOVELTY,,,1
075,009,AUDIO,001,HEADPHONES,001,HEADPHONES,1
075,009,AUDIO,001,HEADPHONES,002,EARPHONES &EARBUDS,1
075,009,AUDIO,001,HEADPHONES,003,ACCESSORIES,1
075,009,AUDIO,001,HEADPHONES,,,1
075,009,AUDIO,002,SOUND,001,PORTABLE SPEAKERS,1
075,009,AUDIO,002,SOUND,002,ALARM CLOCKS,1
075,009,AUDIO,002,SOUND,003,PARTY,1
075,009,AUDIO,002,SOUND,004,RADIO|CD,1
075,009,AUDIO,002,SOUND,005,SPEAKERS,1
075,009,AUDIO,002,SOUND,006,DVD PLAYERS,1
075,009,AUDIO,002,SOUND,007,IPODS,1
075,009,AUDIO,002,SOUND,,,1
075,011,DEVICE TECH,001,DEVICE TECH,001,PHONE CASES,1
075,011,DEVICE TECH,001,DEVICE TECH,002,TABLET CASES,1
075,011,DEVICE TECH,001,DEVICE TECH,003,SCREEN PROTECTORS,1
075,011,DEVICE TECH,001,DEVICE TECH,004,WEARABLE,1
075,011,DEVICE TECH,001,DEVICE TECH,005,PHONE|CAMERA ACC,1
075,011,DEVICE TECH,001,DEVICE TECH,006,CAR ACCESSORIES,1
075,011,DEVICE TECH,001,DEVICE TECH,007,X,1
075,011,DEVICE TECH,001,DEVICE TECH,008,X,1
075,011,DEVICE TECH,001,DEVICE TECH,,,1
075,011,DEVICE TECH,002,CABLES & CHARGERS,001,CABLES,1
075,011,DEVICE TECH,002,CABLES & CHARGERS,002,PORTABLE CHARGERS,1
075,011,DEVICE TECH,002,CABLES & CHARGERS,,,1
075,012,HOME TECH,001,CONNECTED TECH,001,CONNECTED TECH,1
075,012,HOME TECH,001,CONNECTED TECH,,,1
075,012,HOME TECH,002,HOME TECH,001,COMPUTER ACCESS,1
075,012,HOME TECH,002,HOME TECH,002,LAPTOP BAGS,1
075,012,HOME TECH,002,HOME TECH,003,GAMING ACCESSORIES,1
075,012,HOME TECH,002,HOME TECH,004,OFFICE ACCESSORIES,1
075,012,HOME TECH,002,HOME TECH,005,HOME CHARGERS,1
075,012,HOME TECH,002,HOME TECH,006,AV ACCESSORIES,1
075,012,HOME TECH,002,HOME TECH,,,1
075,,,,,,,0
076,001,CAMPING ACC,001,CAMPING ACC,001,LIGHTING,1
076,001,CAMPING ACC,001,CAMPING ACC,002,FLOORING,1
076,001,CAMPING ACC,001,CAMPING ACC,003,KITCHEN,1
076,001,CAMPING ACC,001,CAMPING ACC,004,SAFETY,1
076,001,CAMPING ACC,001,CAMPING ACC,006,WATER STORAGE,1
076,001,CAMPING ACC,001,CAMPING ACC,007,CAMPING HARDWARE,1
076,001,CAMPING ACC,001,CAMPING ACC,008,PICNIC,1
076,001,CAMPING ACC,001,CAMPING ACC,009,ACCESSORIES,1
076,001,CAMPING ACC,001,CAMPING ACC,,,1
076,001,CAMPING ACC,002,GAS AND FUEL,001,STOVES,1
076,001,CAMPING ACC,002,GAS AND FUEL,002,LANTERNS,1
076,001,CAMPING ACC,002,GAS AND FUEL,003,CYLINDERS,1
076,001,CAMPING ACC,002,GAS AND FUEL,004,CHARCOAL,1
076,001,CAMPING ACC,002,GAS AND FUEL,,,1
076,001,CAMPING ACC,003,MATTRESSES,001,INFLAT MATTRESS,1
076,001,CAMPING ACC,003,MATTRESSES,002,FOAM MATTRESSES,1
076,001,CAMPING ACC,003,MATTRESSES,003,PUMPS & ACC,1
076,001,CAMPING ACC,003,MATTRESSES,004,INFLAT FURNITURE,1
076,001,CAMPING ACC,003,MATTRESSES,005,AIRBEDS WITH PUMPS,1
076,001,CAMPING ACC,003,MATTRESSES,,,1
076,001,CAMPING ACC,004,SLEEPING BAGS,001,HOODED BAGS,1
076,001,CAMPING ACC,004,SLEEPING BAGS,002,CAMPER BAGS,1
076,001,CAMPING ACC,004,SLEEPING BAGS,,,1
076,002,CAMPING FURNITURE,001,CAMPING FURNITURE,001,CHAIRS,1
076,002,CAMPING FURNITURE,001,CAMPING FURNITURE,002,STRETCHERS,1
076,002,CAMPING FURNITURE,001,CAMPING FURNITURE,003,KITCHEN & CUPBOARD,1
076,002,CAMPING FURNITURE,001,CAMPING FURNITURE,004,TABLES,1
076,002,CAMPING FURNITURE,001,CAMPING FURNITURE,,,1
076,003,COOLERS,001,COOLERS,001,HARD COOLERS,1
076,003,COOLERS,001,COOLERS,002,SOFT COOLERS,1
076,003,COOLERS,001,COOLERS,003,ICE PACKS,1
076,003,COOLERS,001,COOLERS,,,1
076,004,TENTS & ACCESSORIE,001,TENTS,001,TENTS,1
076,004,TENTS & ACCESSORIE,001,TENTS,002,ACCESSORIES,1
076,004,TENTS & ACCESSORIE,001,TENTS,,,1
076,005,BEACH,001,BEACH,001,SHADE,1
076,005,BEACH,001,BEACH,002,FURNITURE,1
076,005,BEACH,001,BEACH,003,MATS,1
076,005,BEACH,001,BEACH,,,1
076,,,,,,,0
077,001,BIKES,001,ACCESSORIES,001,ACCESSORIES,1
077,001,BIKES,001,ACCESSORIES,,,1
077,001,BIKES,002,ADULT,001,MENS,1
077,001,BIKES,002,ADULT,002,LADIES,1
077,001,BIKES,002,ADULT,,,1
077,001,BIKES,003,KIDS,001,BOYS,1
077,001,BIKES,003,KIDS,002,GIRLS,1
077,001,BIKES,003,KIDS,003,TRIKES,1
077,001,BIKES,003,KIDS,,,1
077,001,BIKES,004,HELMETS,001,KIDS,1
077,001,BIKES,004,HELMETS,002,SKATE,1
077,001,BIKES,004,HELMETS,003,ADULTS,1
077,001,BIKES,004,HELMETS,,,1
077,001,BIKES,005,SKATE,001,SKATES,1
077,001,BIKES,005,SKATE,002,SKATEBOARDS,1
077,001,BIKES,005,SKATE,003,SCOOTERS,1
077,001,BIKES,005,SKATE,,,1
077,002,RECREATION,002,AQUATIC,004,SCUBA,1
077,002,RECREATION,002,AQUATIC,005,BEACH PLASTICS,1
077,002,RECREATION,002,AQUATIC,006,INFLATABLES,1
077,002,RECREATION,002,AQUATIC,007,POOL GAMES,1
077,002,RECREATION,002,AQUATIC,008,WATER WEAPONS,1
077,002,RECREATION,002,AQUATIC,009,BODYBOARDS,1
077,002,RECREATION,002,AQUATIC,010,POOLS,1
077,002,RECREATION,002,AQUATIC,011,GOGGLES,1
077,002,RECREATION,002,AQUATIC,012,ACCESSORIES,1
077,002,RECREATION,002,AQUATIC,013,POOL CARE,1
077,002,RECREATION,002,AQUATIC,,,1
077,002,RECREATION,003,FITNESS,001,AEROBIC,1
077,002,RECREATION,003,FITNESS,002,BOXING,1
077,002,RECREATION,003,FITNESS,,,1
077,002,RECREATION,004,TEAM SPORTS,001,OUTDOOR GAMES,1
077,002,RECREATION,004,TEAM SPORTS,002,TEAM GAMES,1
077,002,RECREATION,004,TEAM SPORTS,003,INDOOR SPORTS,1
077,002,RECREATION,004,TEAM SPORTS,,,1
077,002,RECREATION,005,SKATING,001,SKATES,1
077,002,RECREATION,005,SKATING,002,SKATEBOARDS,1
077,002,RECREATION,005,SKATING,003,SCOOTERS,1
077,002,RECREATION,005,SKATING,,,1
077,,,,,,,0
078,001,FISHING ACCESSORIE,001,FISHING ACCESSORIE,001,HAND CASTERS,1
078,001,FISHING ACCESSORIE,001,FISHING ACCESSORIE,002,FISHING HARDWARE,1
078,001,FISHING ACCESSORIE,001,FISHING ACCESSORIE,003,FISHING ACC,1
078,001,FISHING ACCESSORIE,001,FISHING ACCESSORIE,004,BAIT & BERLY,1
078,001,FISHING ACCESSORIE,001,FISHING ACCESSORIE,005,NETS|TRAPS|GAFFS,1
078,001,FISHING ACCESSORIE,001,FISHING ACCESSORIE,006,MEDIA,1
078,001,FISHING ACCESSORIE,001,FISHING ACCESSORIE,007,APPAREL,1
078,001,FISHING ACCESSORIE,001,FISHING ACCESSORIE,008,MAINTENANCE,1
078,001,FISHING ACCESSORIE,001,FISHING ACCESSORIE,009,MARINE,1
078,001,FISHING ACCESSORIE,001,FISHING ACCESSORIE,010,FISHING STORAGE,1
078,001,FISHING ACCESSORIE,001,FISHING ACCESSORIE,011,TOOLS,1
078,001,FISHING ACCESSORIE,001,FISHING ACCESSORIE,,,1
078,002,LURES,001,LURES,001,HARD BODIES,1
078,002,LURES,001,LURES,002,SOFT PLASTICS,1
078,002,LURES,001,LURES,003,JIG HEADS,1
078,002,LURES,001,LURES,004,SQUID JIGS,1
078,002,LURES,001,LURES,005,METALS,1
078,002,LURES,001,LURES,006,SPINNER BAITS,1
078,002,LURES,001,LURES,007,POPPERS,1
078,002,LURES,001,LURES,008,TROLLING,1
078,002,LURES,001,LURES,009,JIGS,1
078,002,LURES,001,LURES,010,TROUT BAITS,1
078,002,LURES,001,LURES,011,LURE KITS,1
078,002,LURES,001,LURES,012,BLADED LURES,1
078,002,LURES,001,LURES,,,1
078,003,RODS|REELS|COMBOS,001,COMBOS,001,ESTUARY COMBOS,1
078,003,RODS|REELS|COMBOS,001,COMBOS,002,GENERAL PURPOSE,1
078,003,RODS|REELS|COMBOS,001,COMBOS,003,BOAT COMBOS,1
078,003,RODS|REELS|COMBOS,001,COMBOS,004,SURF COMBOS,1
078,003,RODS|REELS|COMBOS,001,COMBOS,005,JUNIOR COMBOS,1
078,003,RODS|REELS|COMBOS,001,COMBOS,006,TELESCOPIC COMBOS,1
078,003,RODS|REELS|COMBOS,001,COMBOS,007,BAIT CAST&OVERHEAD,1
078,003,RODS|REELS|COMBOS,001,COMBOS,,,1
078,003,RODS|REELS|COMBOS,002,RODS & REELS,001,ESTUARY RODS,1
078,003,RODS|REELS|COMBOS,002,RODS & REELS,002,GENERAL PURPOSE,1
078,003,RODS|REELS|COMBOS,002,RODS & REELS,003,BOAT RODS,1
078,003,RODS|REELS|COMBOS,002,RODS & REELS,004,SURF RODS,1
078,003,RODS|REELS|COMBOS,002,RODS & REELS,005,JUNIOR RODS,1
078,003,RODS|REELS|COMBOS,002,RODS & REELS,006,SPIN REELS,1
078,003,RODS|REELS|COMBOS,002,RODS & REELS,007,BAIT CAST&OVERHEAD,1
078,003,RODS|REELS|COMBOS,002,RODS & REELS,008,SURF REEL,1
078,003,RODS|REELS|COMBOS,002,RODS & REELS,009,GENERAL PURPOSE,1
078,003,RODS|REELS|COMBOS,002,RODS & REELS,010,BOAT REEL,1
078,003,RODS|REELS|COMBOS,002,RODS & REELS,011,SPIN & ESTUARY,1
078,003,RODS|REELS|COMBOS,002,RODS & REELS,,,1
078,004,TERMINAL TACKLE,001,TERMINAL TACKLE,001,HOOKS,1
078,004,TERMINAL TACKLE,001,TERMINAL TACKLE,002,SINKERS,1
078,004,TERMINAL TACKLE,001,TERMINAL TACKLE,003,SWIVELS,1
078,004,TERMINAL TACKLE,001,TERMINAL TACKLE,004,LINE & ACCESSORIES,1
078,004,TERMINAL TACKLE,001,TERMINAL TACKLE,005,LINE,1
078,004,TERMINAL TACKLE,001,TERMINAL TACKLE,006,LEADERS,1
078,004,TERMINAL TACKLE,001,TERMINAL TACKLE,007,RIGS,1
078,004,TERMINAL TACKLE,001,TERMINAL TACKLE,008,LINE ATTACHMENT,1
078,004,TERMINAL TACKLE,001,TERMINAL TACKLE,,,1
078,,,,,,,0
079,001,BEDDING & CUSHIONS,001,BEDDING & CUSHIONS,001,BLANKETS,1
079,001,BEDDING & CUSHIONS,001,BEDDING & CUSHIONS,003,QUILT COVERS,1
079,001,BEDDING & CUSHIONS,001,BEDDING & CUSHIONS,004,COMFORTERS,1
079,001,BEDDING & CUSHIONS,001,BEDDING & CUSHIONS,005,CUSHIONS,1
079,001,BEDDING & CUSHIONS,001,BEDDING & CUSHIONS,006,SHEETING,1
079,001,BEDDING & CUSHIONS,001,BEDDING & CUSHIONS,,,1
079,002,DECOR,001,DECOR,001,LIGHTING,1
079,002,DECOR,001,DECOR,002,CURTAINS,1
079,002,DECOR,001,DECOR,003,WALL DECOR,1
079,002,DECOR,001,DECOR,004,GIFT DECOR,1
079,002,DECOR,001,DECOR,006,KITCHEN,1
079,002,DECOR,001,DECOR,,,1
079,003,FURNITURE|STORAGE,001,FURNITURE|STORAGE,003,STORAGE,1
079,003,FURNITURE|STORAGE,001,FURNITURE|STORAGE,004,FURNITURE,1
079,003,FURNITURE|STORAGE,001,FURNITURE|STORAGE,,,1
079,,,,,,,0
080,001,DVDS,001,MOVIES,001,SINGLE DVD,1
080,001,DVDS,001,MOVIES,002,BOX SETS,1
080,001,DVDS,001,MOVIES,003,MULTI-PACKS,1
080,001,DVDS,001,MOVIES,004,BLU-RAY,1
080,001,DVDS,001,MOVIES,005,MULTI-PACKS,1
080,001,DVDS,001,MOVIES,,,1
080,001,DVDS,002,TV,005,SINGLE DVD,1
080,001,DVDS,002,TV,006,BOX SETS,1
080,001,DVDS,002,TV,007,BLU-RAY,1
080,001,DVDS,002,TV,008,SPECIAL INTEREST,1
080,001,DVDS,002,TV,,,1
080,001,DVDS,003,CHILDREN,005,SINGLE DVD,1
080,001,DVDS,003,CHILDREN,006,BOXSETS,1
080,001,DVDS,003,CHILDREN,007,BLU-RAY,1
080,001,DVDS,003,CHILDREN,008,MULTI PACKS,1
080,001,DVDS,003,CHILDREN,,,1
080,001,DVDS,004,MUSIC,001,MUSIC,1
080,001,DVDS,004,MUSIC,,,1
080,002,MUSIC,001,MUSIC,001,SINGLES,1
080,002,MUSIC,001,MUSIC,002,COMPILATIONS,1
080,002,MUSIC,001,MUSIC,003,CHILDRENS,1
080,002,MUSIC,001,MUSIC,,,1
080,,,,,,,0
081,001,BOOTS,001,BOOTS,001,INFANTS,1
081,001,BOOTS,001,BOOTS,002,CHILDS,1
081,001,BOOTS,001,BOOTS,003,TEENS,1
081,001,BOOTS,001,BOOTS,,,1
081,002,THONGS,001,THONGS,001,INFANTS,1
081,002,THONGS,001,THONGS,002,CHILDS,1
081,002,THONGS,001,THONGS,003,TEENS,1
081,002,THONGS,001,THONGS,,,1
081,003,SNEAKERS,001,SNEAKERS,001,INFANTS,1
081,003,SNEAKERS,001,SNEAKERS,002,CHILDS,1
081,003,SNEAKERS,001,SNEAKERS,003,TEENS,1
081,003,SNEAKERS,001,SNEAKERS,,,1
081,004,SHOES,002,CASUAL SHOES,001,INFANTS,1
081,004,SHOES,002,CASUAL SHOES,002,CHILDS,1
081,004,SHOES,002,CASUAL SHOES,003,TEENS,1
081,004,SHOES,002,CASUAL SHOES,,,1
081,005,FLATS,001,FLATS,001,INFANTS,1
081,005,FLATS,001,FLATS,002,CHILDS,1
081,005,FLATS,001,FLATS,003,TEENS,1
081,005,FLATS,001,FLATS,,,1
081,006,SLIPPERS,001,SLIPPERS,001,INFANTS,1
081,006,SLIPPERS,001,SLIPPERS,002,CHILDS,1
081,006,SLIPPERS,001,SLIPPERS,003,TEENS,1
081,006,SLIPPERS,001,SLIPPERS,,,1
081,007,RAINBOOTS,001,RAINBOOTS,001,INFANTS,1
081,007,RAINBOOTS,001,RAINBOOTS,002,CHILDS,1
081,007,RAINBOOTS,001,RAINBOOTS,003,TEENS,1
081,007,RAINBOOTS,001,RAINBOOTS,,,1
081,008,BABY SHOES,001,BABY SHOES,001,BOOTS,1
081,008,BABY SHOES,001,BABY SHOES,002,SANDALS,1
081,008,BABY SHOES,001,BABY SHOES,003,THONGS,1
081,008,BABY SHOES,001,BABY SHOES,004,SNEAKERS,1
081,008,BABY SHOES,001,BABY SHOES,005,CASUAL SHOES,1
081,008,BABY SHOES,001,BABY SHOES,006,FLATS,1
081,008,BABY SHOES,001,BABY SHOES,007,SLIPPERS,1
081,008,BABY SHOES,001,BABY SHOES,008,RAINBOOTS,1
081,008,BABY SHOES,001,BABY SHOES,009,SOFT SOLE,1
081,008,BABY SHOES,001,BABY SHOES,,,1
081,009,SANDALS,001,SANDALS,001,INFANTS,1
081,009,SANDALS,001,SANDALS,002,CHILDS,1
081,009,SANDALS,001,SANDALS,003,TEENS,1
081,009,SANDALS,001,SANDALS,,,1
081,010,BOOTS,001,BOOTS,001,JUNIOR,1
081,010,BOOTS,001,BOOTS,002,SENIOR,1
081,010,BOOTS,001,BOOTS,,,1
081,011,THONGS,001,THONGS,001,JUNIOR THONGS,1
081,011,THONGS,001,THONGS,002,JUNIOR SLIDES,1
081,011,THONGS,001,THONGS,003,SENIOR THONGS,1
081,011,THONGS,001,THONGS,004,SENIOR SLIDES,1
081,011,THONGS,001,THONGS,,,1
081,012,CASUAL | SNEAKERS,001,CASUAL | SNEAKERS,001,JUNIOR CASUAL,1
081,012,CASUAL | SNEAKERS,001,CASUAL | SNEAKERS,002,SENIOR CASUAL,1
081,012,CASUAL | SNEAKERS,001,CASUAL | SNEAKERS,003,JUNIOR SNEAKERS,1
081,012,CASUAL | SNEAKERS,001,CASUAL | SNEAKERS,004,SENIOR SNEAKERS,1
081,012,CASUAL | SNEAKERS,001,CASUAL | SNEAKERS,,,1
081,013,SCHOOL SHOES,001,SCHOOL SHOES,001,JUNIOR,1
081,013,SCHOOL SHOES,001,SCHOOL SHOES,002,SENIOR,1
081,013,SCHOOL SHOES,001,SCHOOL SHOES,,,1
081,014,FLATS,001,FLATS,001,JUNIOR,1
081,014,FLATS,001,FLATS,002,SENIOR,1
081,014,FLATS,001,FLATS,,,1
081,015,SLIPPERS,001,SLIPPERS,001,JUNIOR SCUFF,1
081,015,SLIPPERS,001,SLIPPERS,002,JUNIOR SLIPPER,1
081,015,SLIPPERS,001,SLIPPERS,003,JUNIOR BOOT,1
081,015,SLIPPERS,001,SLIPPERS,004,SENIOR SCUFF,1
081,015,SLIPPERS,001,SLIPPERS,005,SENIOR SLIPPER,1
081,015,SLIPPERS,001,SLIPPERS,006,SENIOR BOOT,1
081,015,SLIPPERS,001,SLIPPERS,,,1
081,016,RAINBOOTS,001,RAINBOOTS,001,JUNIOR,1
081,016,RAINBOOTS,001,RAINBOOTS,002,SENIOR,1
081,016,RAINBOOTS,001,RAINBOOTS,,,1
081,017,BABY SHOES,001,BABY SHOES,001,BOOTS,1
081,017,BABY SHOES,001,BABY SHOES,002,SANDALS,1
081,017,BABY SHOES,001,BABY SHOES,003,THONGS,1
081,017,BABY SHOES,001,BABY SHOES,004,CASUAL | SNEAKERS,1
081,017,BABY SHOES,001,BABY SHOES,005,FLATS,1
081,017,BABY SHOES,001,BABY SHOES,006,SLIPPERS,1
081,017,BABY SHOES,001,BABY SHOES,007,RAINBOOTS,1
081,017,BABY SHOES,001,BABY SHOES,008,SOFT SOLE,1
081,017,BABY SHOES,001,BABY SHOES,,,1
081,018,SANDALS,001,SANDALS,001,JUNIOR,1
081,018,SANDALS,001,SANDALS,002,SENIOR,1
081,018,SANDALS,001,SANDALS,,,1
081,019,FOOTWEAR ACCESSORY,001,FOOTWEAR ACCESSORY,001,POLISH|WATERPROOF,1
081,019,FOOTWEAR ACCESSORY,001,FOOTWEAR ACCESSORY,002,BRUSH|SHOE HORNS,1
081,019,FOOTWEAR ACCESSORY,001,FOOTWEAR ACCESSORY,003,LACES,1
081,019,FOOTWEAR ACCESSORY,001,FOOTWEAR ACCESSORY,004,INSOLE,1
081,019,FOOTWEAR ACCESSORY,001,FOOTWEAR ACCESSORY,,,1
081,,,,,,,0
082,,,,,,,0
084,001,BOYS,001,BOYS,002,BASICS,1
084,001,BOYS,001,BOYS,003,FITNESS,1
084,001,BOYS,001,BOYS,004,LICENSE,1
084,001,BOYS,001,BOYS,005,BASKETBALL,1
084,001,BOYS,001,BOYS,006,ACCESSORIES,1
084,001,BOYS,001,BOYS,007,BBL,1
084,001,BOYS,001,BOYS,008,A LEAGUE,1
084,001,BOYS,001,BOYS,,,1
084,002,GIRLS,001,GIRLS,002,BASICS,1
084,002,GIRLS,001,GIRLS,003,FITNESS,1
084,002,GIRLS,001,GIRLS,004,LICENSE,1
084,002,GIRLS,001,GIRLS,005,BASKETBALL,1
084,002,GIRLS,001,GIRLS,006,ACCESSORIES,1
084,002,GIRLS,001,GIRLS,007,BBL,1
084,002,GIRLS,001,GIRLS,008,A LEAGUE,1
084,002,GIRLS,001,GIRLS,009,DANCE,1
084,002,GIRLS,001,GIRLS,,,1
084,003,DANCE,001,DANCE,001,DANCE,1
084,003,DANCE,001,DANCE,,,1
084,,,,,,,0
085,001,BATH N BODY,001,CLEANSING,003,SOAP,1
085,001,BATH N BODY,001,CLEANSING,004,SHOWER GEL,1
085,001,BATH N BODY,001,CLEANSING,005,FIZZERS,1
085,001,BATH N BODY,001,CLEANSING,006,BATH,1
085,001,BATH N BODY,001,CLEANSING,,,1
085,001,BATH N BODY,003,BATH ACCESSORIES,002,BODY & FACE ACCESS,1
085,001,BATH N BODY,003,BATH ACCESSORIES,003,HAIR ACCESSORIES,1
085,001,BATH N BODY,003,BATH ACCESSORIES,004,BATH ACCESSORIES,1
085,001,BATH N BODY,003,BATH ACCESSORIES,,,1
085,001,BATH N BODY,004,GIFTING,002,WOMENS GIFTS,1
085,001,BATH N BODY,004,GIFTING,003,MENS GIFTS,1
085,001,BATH N BODY,004,GIFTING,004,KIDS GIFTS,1
085,001,BATH N BODY,004,GIFTING,,,1
085,002,HAIR,001,HAIR ACCESSORIES,001,STYLING,1
085,002,HAIR,001,HAIR ACCESSORIES,002,ELASTICS,1
085,002,HAIR,001,HAIR ACCESSORIES,003,CLIPS AND PINS,1
085,002,HAIR,001,HAIR ACCESSORIES,006,BRUSHES,1
085,002,HAIR,001,HAIR ACCESSORIES,,,1
085,002,HAIR,002,HAIR CARE,002,STYLING,1
085,002,HAIR,002,HAIR CARE,004,COLOUR,1
085,002,HAIR,002,HAIR CARE,005,CLEANSING,1
085,002,HAIR,002,HAIR CARE,,,1
085,003,HEALTHCARE,001,HEALTHCARE,001,COTTONS,1
085,003,HEALTHCARE,001,HEALTHCARE,002,MEDICATIONS,1
085,003,HEALTHCARE,001,HEALTHCARE,003,FIRST AID,1
085,003,HEALTHCARE,001,HEALTHCARE,004,HEAT,1
085,003,HEALTHCARE,001,HEALTHCARE,,,1
085,004,TOILETRIES,001,TOILETRIES,003,ORAL HYGIENE,1
085,004,TOILETRIES,001,TOILETRIES,004,FEMININE HYGIENE,1
085,004,TOILETRIES,001,TOILETRIES,005,SHAVING,1
085,004,TOILETRIES,001,TOILETRIES,006,DEPILATORIES,1
085,004,TOILETRIES,001,TOILETRIES,007,DEODORANTS,1
085,004,TOILETRIES,001,TOILETRIES,,,1
085,005,WELLNESS,001,WELLNESS,001,VITAMINS|SUPPLEMEN,1
085,005,WELLNESS,001,WELLNESS,002,CLEAN LIVING,1
085,005,WELLNESS,001,WELLNESS,003,ESSENTIAL OILS,1
085,005,WELLNESS,001,WELLNESS,004,WELLNESS TEA,1
085,005,WELLNESS,001,WELLNESS,,,1
085,007,SKIN,001,SUNCARE,004,SUNCARE,1
085,007,SKIN,001,SUNCARE,005,TANNING,1
085,007,SKIN,001,SUNCARE,,,1
085,,,,,,,0
086,,,,,,,0
087,001,LEARNING,001,LEARNING,001,TOYS,1
087,001,LEARNING,001,LEARNING,,,1
087,002,CHARACTER PLAY,001,CHARACTER PLAY,001,CHARACTER PLAY,1
087,002,CHARACTER PLAY,001,CHARACTER PLAY,,,1
087,003,PLUSH|INTERACTIVE,001,PLUSH|INTERACTIVE,001,SEASONAL,1
087,003,PLUSH|INTERACTIVE,001,PLUSH|INTERACTIVE,002,COLLECTOR,1
087,003,PLUSH|INTERACTIVE,001,PLUSH|INTERACTIVE,003,ANIMALS,1
087,003,PLUSH|INTERACTIVE,001,PLUSH|INTERACTIVE,004,ROCKING HORSES,1
087,003,PLUSH|INTERACTIVE,001,PLUSH|INTERACTIVE,005,BEARS,1
087,003,PLUSH|INTERACTIVE,001,PLUSH|INTERACTIVE,006,INTERACTIVE,1
087,003,PLUSH|INTERACTIVE,001,PLUSH|INTERACTIVE,,,1
087,004,ACTIVITY,001,ACTIVITY,001,SOUND,1
087,004,ACTIVITY,001,ACTIVITY,002,CRAFT,1
087,004,ACTIVITY,001,ACTIVITY,003,DOUGH,1
087,004,ACTIVITY,001,ACTIVITY,004,SAND,1
087,004,ACTIVITY,001,ACTIVITY,005,CONSTRUCTION,1
087,004,ACTIVITY,001,ACTIVITY,,,1
087,005,PRE-SCHOOL CLASSIC,001,PRE-SCHOOL CLASSIC,001,PUZZLE,1
087,005,PRE-SCHOOL CLASSIC,001,PRE-SCHOOL CLASSIC,002,WOOD TOYS,1
087,005,PRE-SCHOOL CLASSIC,001,PRE-SCHOOL CLASSIC,003,TOYS,1
087,005,PRE-SCHOOL CLASSIC,001,PRE-SCHOOL CLASSIC,,,1
087,,,,,,,0
088,001,PYJAMAS,001,KNIT PYJAMAS,001,GIRLS 1-7,1
088,001,PYJAMAS,001,KNIT PYJAMAS,002,GIRLS 7-16,1
088,001,PYJAMAS,001,KNIT PYJAMAS,003,BOYS 1-7,1
088,001,PYJAMAS,001,KNIT PYJAMAS,004,BOYS 7-16,1
088,001,PYJAMAS,001,KNIT PYJAMAS,005,BABY GIRLS,1
088,001,PYJAMAS,001,KNIT PYJAMAS,006,BABY BOYS,1
088,001,PYJAMAS,001,KNIT PYJAMAS,,,1
088,001,PYJAMAS,002,FLANNEL PYJAMAS,001,GIRLS 1-7,1
088,001,PYJAMAS,002,FLANNEL PYJAMAS,002,GIRLS 7-16,1
088,001,PYJAMAS,002,FLANNEL PYJAMAS,003,BOYS 1-7,1
