DEPARTMENT_NUMBER,FAMILY_NUMBER,FAMILY_NAME,CLASS_NUMBER,CLASS_NAME,SUB_CLASS_NUMBER,SUB_CLASS_NAME,VALID
088,001,PYJAMAS,002,FLANNEL PYJAMAS,004,BOYS 7-16,1
088,001,PYJAMAS,002,FLANNEL PYJAMAS,005,BABY GIRLS,1
088,001,PYJAMAS,002,FLANNEL PYJAMAS,006,BABY BOYS,1
088,001,PYJAMAS,002,FLANNEL PYJAMAS,,,1
088,002,GOWNS,001,GOWNS,001,GIRLS 1-7,1
088,002,GOWNS,001,GOWNS,002,GIRLS 7-16,1
088,002,GOWNS,001,GOWNS,003,BOYS 1-7,1
088,002,GOWNS,001,GOWNS,004,BOYS 7-16,1
088,002,GOWNS,001,GOWNS,005,BABY GIRLS,1
088,002,GOWNS,001,GOWNS,006,BABY BOYS,1
088,002,GOWNS,001,GOWNS,,,1
088,003,NIGHTIES,001,NIGHTIES,001,GIRLS 1-7,1
088,003,NIGHTIES,001,NIGHTIES,002,GIRLS 7-16,1
088,003,NIGHTIES,001,NIGHTIES,,,1
088,004,ALL IN ONE,001,ALL IN ONE,001,GIRLS 1-7,1
088,004,ALL IN ONE,001,ALL IN ONE,002,GIRLS 7-16,1
088,004,ALL IN ONE,001,ALL IN ONE,003,BOYS 1-7,1
088,004,ALL IN ONE,001,ALL IN ONE,004,BOYS 7-16,1
088,004,ALL IN ONE,001,ALL IN ONE,,,1
088,,,,,,,0
090,001,UNDERWEAR,001,BOXERS,001,SATIN,1
090,001,UNDERWEAR,001,BOXERS,002,WOVEN,1
090,001,UNDERWEAR,001,BOXERS,003,KNIT,1
090,001,UNDERWEAR,001,BOXERS,,,1
090,001,UNDERWEAR,002,BRIEFS,001,TUNNEL WAIST,1
090,001,UNDERWEAR,002,BRIEFS,002,ATTACHED ELASTIC,1
090,001,UNDERWEAR,002,BRIEFS,,,1
090,001,UNDERWEAR,003,TRUNKS,001,TUNNEL WAIST,1
090,001,UNDERWEAR,003,TRUNKS,002,ATTACHED WAIST,1
090,001,UNDERWEAR,003,TRUNKS,,,1
090,002,UNDERSHIRT,001,UNDERSHIRT,001,HEAVYWEIGHT,1
090,002,UNDERSHIRT,001,UNDERSHIRT,002,LIGHTWEIGHT,1
090,002,UNDERSHIRT,001,UNDERSHIRT,003,CREW NK RAGLAN,1
090,002,UNDERSHIRT,001,UNDERSHIRT,004,CREW NK SET IN SLV,1
090,002,UNDERSHIRT,001,UNDERSHIRT,005,V NK RAGLAN,1
090,002,UNDERSHIRT,001,UNDERSHIRT,006,V NK SET IN SLV,1
090,002,UNDERSHIRT,001,UNDERSHIRT,007,THERMAL,1
090,002,UNDERSHIRT,001,UNDERSHIRT,,,1
090,003,SOCKS,001,CASUAL SOCKS,001,OUTDOOR,1
090,003,SOCKS,001,CASUAL SOCKS,002,CASUAL,1
090,003,SOCKS,001,CASUAL SOCKS,,,1
090,003,SOCKS,002,ACTIVE SOCKS,001,BASIC,1
090,003,SOCKS,002,ACTIVE SOCKS,002,PERFORMANCE,1
090,003,SOCKS,002,ACTIVE SOCKS,,,1
090,003,SOCKS,003,WORK SOCKS,001,WORK,1
090,003,SOCKS,003,WORK SOCKS,,,1
090,003,SOCKS,004,INDUSTRIAL SOCKS,001,INDUSTRIAL,1
090,003,SOCKS,004,INDUSTRIAL SOCKS,002,REINFORCED,1
090,003,SOCKS,004,INDUSTRIAL SOCKS,003,THERMAL,1
090,003,SOCKS,004,INDUSTRIAL SOCKS,,,1
090,,,,,,,0
091,001,T SHIRT,001,SLEEVELESS TEES,001,REGULAR MUSCLE,1
091,001,T SHIRT,001,SLEEVELESS TEES,002,REGULAR TANK,1
091,001,T SHIRT,001,SLEEVELESS TEES,003,SLIM TANK,1
091,001,T SHIRT,001,SLEEVELESS TEES,004,BIG BLOKES,1
091,001,T SHIRT,001,SLEEVELESS TEES,,,1
091,001,T SHIRT,002,SHORT SLEEVE TEES,001,REGULAR V NECK,1
091,001,T SHIRT,002,SHORT SLEEVE TEES,002,SLIM V NECK,1
091,001,T SHIRT,002,SHORT SLEEVE TEES,003,REGULAR CREW NECK,1
091,001,T SHIRT,002,SHORT SLEEVE TEES,004,SLIM CREW NECK,1
091,001,T SHIRT,002,SHORT SLEEVE TEES,005,REGULAR HENLEY,1
091,001,T SHIRT,002,SHORT SLEEVE TEES,006,SLIM HENLEY,1
091,001,T SHIRT,002,SHORT SLEEVE TEES,007,SLIM HOOD TEE,1
091,001,T SHIRT,002,SHORT SLEEVE TEES,008,3|4 RAGLAN,1
091,001,T SHIRT,002,SHORT SLEEVE TEES,009,BIG BLOKES,1
091,001,T SHIRT,002,SHORT SLEEVE TEES,,,1
091,001,T SHIRT,003,LONG SLEEVE TEES,001,REGULAR V NECK,1
091,001,T SHIRT,003,LONG SLEEVE TEES,002,REGULAR CREW NECK,1
091,001,T SHIRT,003,LONG SLEEVE TEES,003,REGULAR HENLEY,1
091,001,T SHIRT,003,LONG SLEEVE TEES,004,RUGBY TOPS,1
091,001,T SHIRT,003,LONG SLEEVE TEES,005,1|4 ZIP,1
091,001,T SHIRT,003,LONG SLEEVE TEES,006,BIG BLOKES,1
091,001,T SHIRT,003,LONG SLEEVE TEES,,,1
091,002,POLO,001,POLO,001,PLAIN,1
091,002,POLO,001,POLO,002,PRINT,1
091,002,POLO,001,POLO,003,DESIGN,1
091,002,POLO,001,POLO,004,STRIPE,1
091,002,POLO,001,POLO,005,BIG BLOKES,1
091,002,POLO,001,POLO,,,1
091,003,KNITWEAR,001,KNITWEAR,001,PULL OVER,1
091,003,KNITWEAR,001,KNITWEAR,002,ZIP THRU,1
091,003,KNITWEAR,001,KNITWEAR,003,VEST,1
091,003,KNITWEAR,001,KNITWEAR,,,1
091,004,SWEATS,001,SWEATS,001,BRUSHED FLEECE PLA,1
091,004,SWEATS,001,SWEATS,002,BRUSHED FLEECE DEC,1
091,004,SWEATS,001,SWEATS,003,POLAR FLEECE PLAIN,1
091,004,SWEATS,001,SWEATS,004,POLAR FLEECE DESGN,1
091,004,SWEATS,001,SWEATS,005,BIG BLOKES,1
091,004,SWEATS,001,SWEATS,,,1
091,005,JACKETS,001,JACKETS,001,BOMBER,1
091,005,JACKETS,001,JACKETS,002,VEST,1
091,005,JACKETS,001,JACKETS,003,PARKER,1
091,005,JACKETS,001,JACKETS,004,BIKER,1
091,005,JACKETS,001,JACKETS,005,4 POCKET,1
091,005,JACKETS,001,JACKETS,006,PEA COAT,1
091,005,JACKETS,001,JACKETS,007,BIG BLOKES,1
091,005,JACKETS,001,JACKETS,,,1
091,006,SHIRTS,001,SHORT SLEEVE SHIRT,001,MILITARY,1
091,006,SHIRTS,001,SHORT SLEEVE SHIRT,002,WESTERN,1
091,006,SHIRTS,001,SHORT SLEEVE SHIRT,003,ONE POCKET,1
091,006,SHIRTS,001,SHORT SLEEVE SHIRT,004,TWO POCKET,1
091,006,SHIRTS,001,SHORT SLEEVE SHIRT,005,NO POCKET,1
091,006,SHIRTS,001,SHORT SLEEVE SHIRT,006,SHIRT AND T SET,1
091,006,SHIRTS,001,SHORT SLEEVE SHIRT,007,BIG BLOKES,1
091,006,SHIRTS,001,SHORT SLEEVE SHIRT,,,1
091,006,SHIRTS,002,LONG SLEEVE SHIRT,001,FLANNEL,1
091,006,SHIRTS,002,LONG SLEEVE SHIRT,002,NON FLANNEL,1
091,006,SHIRTS,002,LONG SLEEVE SHIRT,003,BIG BLOKES,1
091,006,SHIRTS,002,LONG SLEEVE SHIRT,,,1
091,,,,,,,0
092,001,BOARDSHORTS,001,BOARDSHORTS,001,FITTED WAIST,1
092,001,BOARDSHORTS,001,BOARDSHORTS,002,ELASTIC WAIST,1
092,001,BOARDSHORTS,001,BOARDSHORTS,003,BIG BLOKES,1
092,001,BOARDSHORTS,001,BOARDSHORTS,,,1
092,002,SHORTS,001,SHORTS,001,CHINO,1
092,002,SHORTS,001,SHORTS,002,CARGO,1
092,002,SHORTS,001,SHORTS,003,FITTED WAIST,1
092,002,SHORTS,001,SHORTS,004,ELASTIC WAIST,1
092,002,SHORTS,001,SHORTS,005,BIG BLOKES,1
092,002,SHORTS,001,SHORTS,006,JOGGER,1
092,002,SHORTS,001,SHORTS,,,1
092,003,JEANS,001,JEANS,001,SLIM,1
092,003,JEANS,001,JEANS,002,BOOTCUT,1
092,003,JEANS,001,JEANS,003,STRAIGHT,1
092,003,JEANS,001,JEANS,004,REGULAR,1
092,003,JEANS,001,JEANS,006,BIG BLOKES,1
092,003,JEANS,001,JEANS,007,SKINNY,1
092,003,JEANS,001,JEANS,,,1
092,004,PANTS,001,CASUAL PANTS,001,CHINO,1
092,004,PANTS,001,CASUAL PANTS,002,CARGO,1
092,004,PANTS,001,CASUAL PANTS,003,5 POCKET,1
092,004,PANTS,001,CASUAL PANTS,004,BIG BLOKES,1
092,004,PANTS,001,CASUAL PANTS,005,JOGGER,1
092,004,PANTS,001,CASUAL PANTS,,,1
092,005,KNIT BOTTOMS,001,KNIT BOTTOMS,001,TRACKPANTS,1
092,005,KNIT BOTTOMS,001,KNIT BOTTOMS,002,LEISURE SHORTS,1
092,005,KNIT BOTTOMS,001,KNIT BOTTOMS,003,BIG BLOKES,1
092,005,KNIT BOTTOMS,001,KNIT BOTTOMS,,,1
092,,,,,,,0
093,001,SLEEPWEAR,001,PYJAMAS,001,FLANNETTE,1
093,001,SLEEPWEAR,001,PYJAMAS,002,LONG LEG,1
093,001,SLEEPWEAR,001,PYJAMAS,003,SHORT LEG,1
093,001,SLEEPWEAR,001,PYJAMAS,004,LOUNGEWEAR,1
093,001,SLEEPWEAR,001,PYJAMAS,,,1
093,001,SLEEPWEAR,002,SEPERATES,001,PANTS,1
093,001,SLEEPWEAR,002,SEPERATES,002,SHORTS,1
093,001,SLEEPWEAR,002,SEPERATES,003,TOP,1
093,001,SLEEPWEAR,002,SEPERATES,,,1
093,001,SLEEPWEAR,003,GOWNS,001,SUMMER WEIGHT,1
093,001,SLEEPWEAR,003,GOWNS,002,WINTER WEIGHT,1
093,001,SLEEPWEAR,003,GOWNS,,,1
093,,,,,,,0
094,,,,,,,0
096,001,INDUSTRIAL,001,INDUSTRIAL TOPS,001,POLO,1
096,001,INDUSTRIAL,001,INDUSTRIAL TOPS,002,SHIRT,1
096,001,INDUSTRIAL,001,INDUSTRIAL TOPS,003,FLEECE,1
096,001,INDUSTRIAL,001,INDUSTRIAL TOPS,004,JACKETS,1
096,001,INDUSTRIAL,001,INDUSTRIAL TOPS,005,TSHIRT,1
096,001,INDUSTRIAL,001,INDUSTRIAL TOPS,,,1
096,001,INDUSTRIAL,002,INDUSTRIAL BOTTOMS,001,PANTS,1
096,001,INDUSTRIAL,002,INDUSTRIAL BOTTOMS,002,SHORTS,1
096,001,INDUSTRIAL,002,INDUSTRIAL BOTTOMS,,,1
096,002,WORKWEAR,001,WORKWEAR SHIRTS,001,SS SHIRT,1
096,002,WORKWEAR,001,WORKWEAR SHIRTS,002,LS SHIRT,1
096,002,WORKWEAR,001,WORKWEAR SHIRTS,003,JACKET,1
096,002,WORKWEAR,001,WORKWEAR SHIRTS,004,LS SHIRT - HANGING,1
096,002,WORKWEAR,001,WORKWEAR SHIRTS,,,1
096,002,WORKWEAR,002,WORKWEAR PANTS,001,PLEAT FRONT PANT,1
096,002,WORKWEAR,002,WORKWEAR PANTS,002,FLAT FRONT PANT,1
096,002,WORKWEAR,002,WORKWEAR PANTS,,,1
096,,,,,,,0
097,001,PAPER BAGS,001,PAPER BAGS,001,PAPER BAGS,1
097,001,PAPER BAGS,001,PAPER BAGS,,,1
097,,,,,,,0
098,999,UNUSED,999,UNUSED,,,1
098,,,,,,,0
099,001,GIFT CARDS,001,GIFT CARDS,001,GAMING,1
099,001,GIFT CARDS,001,GIFT CARDS,002,ENTERTAINMENT,1
099,001,GIFT CARDS,001,GIFT CARDS,003,RETAIL,1
099,001,GIFT CARDS,001,GIFT CARDS,004,VISA,1
099,001,GIFT CARDS,001,GIFT CARDS,005,OTHER,1
099,001,GIFT CARDS,001,GIFT CARDS,,,1
099,001,GIFT CARDS,002,ITUNES,001,ITUNES,1
099,001,GIFT CARDS,002,ITUNES,,,1
099,002,RECHARGE,001,RECHARGE,001,MOBILE RECHARGE,1
099,002,RECHARGE,001,RECHARGE,002,WEB,1
099,002,RECHARGE,001,RECHARGE,003,PHONECARD RECHARGE,1
099,002,RECHARGE,001,RECHARGE,,,1
099,,,,,,,0
